StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Last Seen Flow Element ID,Last Seen Question IDs,consent,eng_screener_1,eng_screener_2,prod_1_2,prod_2_2,prod_2_3,prod_2_4,prod_2_5,prod_2_6,prod_2_7,prod_2_8,prod_2_9,prod_2_10,prod_2_11,prod_2_12,prod_2_13,prod_2_14,prod_2_15,prod_2_16,prod_2_17,prod_2_18,prod_2_19,prod_2_20,prod_2_21,rt_prod_1_First Click,rt_prod_1_Last Click,rt_prod_1_Page Submit,rt_prod_1_Click Count,prod_1_painful_1,prod_1_typ_charge,prod_1_fair_price,prod_1_value_1,prod_1_purchased,prod_1_2,prod_2_2,prod_2_3,prod_2_4,prod_2_5,prod_2_6,prod_2_7,prod_2_8,prod_2_9,prod_2_10,prod_2_11,prod_2_12,prod_2_13,prod_2_14,prod_2_15,prod_2_16,prod_2_17,prod_2_18,prod_2_19,prod_2_20,prod_2_21,Q586_First Click,Q586_Last Click,Q586_Page Submit,Q586_Click Count,Q587_1,Q589,Q590,Q592_1,Q593,shark_screeners_1,shark_screeners_2,shark_screeners_3,shark_screeners_4,prod_1_2,prod_2_2,prod_2_3,prod_2_4,prod_2_5,prod_2_6,prod_2_7,prod_2_8,prod_2_9,prod_2_10,prod_2_11,prod_2_12,prod_2_13,prod_2_14,prod_2_15,prod_2_16,prod_2_17,prod_2_18,prod_2_19,prod_2_20,prod_2_21,Q596_First Click,Q596_Last Click,Q596_Page Submit,Q596_Click Count,Q597_1,Q599,Q600,Q602_1,Q603,age,gender,comments,mTurkCode,PROLIFIC_PID,STUDY_ID,SESSION_ID,Item,Description,Item2,Description2,Item3,Description3
8/4/2026 6:51,8/4/2026 6:56,0,76.23.168.210,100,288,1,8/4/2026 6:56,R_6ozlDad8spc9Qp2,,,,,41.3079,-72.9268,anonymous,EN,FL_EOS_ID,,1,2,1,4,3,4,7,3,3,5,7,5,7,1,4,7,6,7,7,7,1,1,1,2,6.627,74.293,75.075,22,2,120,120,5,0,6,6,6,4,1,7,7,1,1,7,7,7,4,4,5,2,1,1,1,6,7,4.832,46.236,47.236,21,6,5,1,3,0,1,0,0,0,5,6,5,4,3,3,6,7,4,1,1,1,6,7,7,6,6,1,1,1,1,5.712,45.77,46.447,21,6,250,200,5,0,47,2,,,5fc502cb4583150009dc8a66,6a717b1f4315ca0c46f51534,6a71e0407a0f847cabaacaa4,Gym membership,a gym membership,Highway Toll,a highway toll,Meal kit subscription,a meal kit subscription
8/4/2026 6:50,8/4/2026 6:56,0,172.56.0.154,100,348,1,8/4/2026 6:56,R_3gHcWvNHmYSQ9Y9,,,,,26.6681,-81.7646,anonymous,EN,FL_EOS_ID,,1,2,1,3,3,2,1,1,4,5,1,2,7,6,7,1,1,1,7,4,1,1,4,7,1.123,75.228,75.903,41,2,3,1,2,1,3,3,3,2,2,1,1,7,7,1,1,2,7,7,7,2,2,1,1,1,1,1.248,82.367,83.507,68,2,10,5,2,1,1,0,0,0,7,6,7,2,6,3,1,2,7,3,1,7,7,7,7,7,7,1,7,1,1,4.257,76.358,77.456,68,5,100,25,4,0,32,1,,,69c2f48067acc64eb4a3aa26,6a717b1f4315ca0c46f51534,6a71e006939342fecde5cbef,Highway Toll,a highway toll,Fast food meal,a fast food meal,Perfume,perfume
8/4/2026 6:50,8/4/2026 6:56,0,136.226.60.245,100,333,1,8/4/2026 6:56,R_7a2HfGUaPOQC5ZD,,,,,40.7126,-74.0066,anonymous,EN,FL_EOS_ID,,1,2,1,3,4,2,5,4,5,7,6,4,6,3,2,3,3,3,6,5,2,3,5,6,8.225,90.434,91.189,25,1,20,0,6,0,7,7,6,2,3,3,5,3,3,6,6,6,5,5,5,3,5,2,3,6,5,28.179,79.112,79.791,29,1,100,15,6,0,1,0,0,0,4,6,3,5,2,5,5,7,6,1,2,1,1,1,1,3,2,1,2,2,3,4.967,56.37,57.03,24,1,20,5,5,0,26,2,,,69cebd63ca869639e1230ccd,6a717b1f4315ca0c46f51534,6a71e018fc0dfe3bc2f81dce,Public Transit Pass,a public transit pass,Textbook,a textbook,Netflix,a Netflix subscription
8/4/2026 6:51,8/4/2026 6:56,0,70.44.250.211,100,286,1,8/4/2026 6:56,R_61bYtBGTdCkFzxW,,,,,40.8011,-75.9774,anonymous,EN,FL_EOS_ID,,1,2,1,7,6,5,7,7,7,5,1,4,3,7,7,4,4,4,4,3,1,1,1,1,5.189,69.927,70.935,27,3,80,40,4,1,1,1,1,7,7,7,4,6,3,4,4,7,1,1,4,1,1,4,2,3,4,4.101,47.258,47.931,24,1,10,5,4,0,1,0,0,0,2,4,4,1,1,4,7,7,5,1,1,1,1,1,4,7,7,1,1,1,1,4.123,51.331,52.315,26,1,100,100,7,0,35,1,,,5b72d3f8afce7600019fe275,6a717b1f4315ca0c46f51534,6a71e02d69be03267ffb7e27,Tank of Gas,a tank of gas,Hotel Wifi,hotel wifi,Life insurance,life insurance
8/4/2026 6:49,8/4/2026 6:56,0,86.109.85.139,100,435,1,8/4/2026 6:56,R_7lIqZ5aI15dvrfb,,,,,35.2945,-78.0283,anonymous,EN,FL_EOS_ID,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,90.874,137.296,139.206,23,7,99,99,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,5.519,28.665,45.306,23,1,150,150,7,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,3.032,46.723,51.336,25,1,60,60,7,1,35,1,,,67f029e22e5e1c69ddbd02a7,6a717b1f4315ca0c46f51534,6a71dfb326ec2872384ca61e,Monthly car payment,monthly car payment,Laptop,a laptop,Restaurant dinner,a restaurant dinner
8/4/2026 6:50,8/4/2026 6:56,0,24.211.138.103,100,334,1,8/4/2026 6:56,R_7P050Z7sZGYdqWO,,,,,35.9182,-79.0035,anonymous,EN,FL_EOS_ID,,1,2,1,5,6,4,4,5,6,5,2,2,6,6,6,1,4,5,5,3,1,1,4,4,25.711,86.743,87.585,21,4,3.89,2,3,1,5,5,5,3,3,4,4,6,4,2,2,3,7,7,6,6,6,1,1,3,3,3.908,48.926,49.628,21,5,100,45,4,0,1,0,0,0,5,5,5,4,4,4,4,6,4,2,2,3,7,6,6,6,6,1,1,2,2,11.517,49.034,49.937,21,5,100,45,5,0,53,2,,,6014213c77aab7396ca3e5a7,6a717b1f4315ca0c46f51534,6a71e01c25861460a6fb7e38,Tank of Gas,a tank of gas,Perfume,perfume,Perfume,perfume
8/4/2026 6:49,8/4/2026 6:56,0,71.3.65.94,100,381,1,8/4/2026 6:56,R_5CkxZCaLauYDf3m,,,,,26.6292,-81.968,anonymous,EN,FL_EOS_ID,,1,2,1,3,3,3,7,5,7,7,1,2,6,7,7,3,1,1,6,5,1,1,1,4,10.666,87.713,89.578,21,1,20,20,7,0,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,4,6,1,1,4,3,6.904,54.01,55.176,21,7,30,5,5,1,1,1,0,0,1,2,4,1,1,1,1,7,7,1,1,7,7,7,7,1,1,1,1,1,1,7.567,64.642,66.377,22,2,40,20,5,1,57,2,,,6985ee56357dfd84f3ac110d,6a717b1f4315ca0c46f51534,6a71dfee3636d3b1372c2bff,Public Transit Pass,a public transit pass,Cartridge of Printer Ink,a cartridge of printer ink,Restaurant dinner,a restaurant dinner
8/4/2026 6:51,8/4/2026 6:56,0,167.142.114.28,100,310,1,8/4/2026 6:56,R_6q1zGzDRBlVyP5y,,,,,41.0191,-92.4218,anonymous,EN,FL_EOS_ID,,1,2,1,3,4,4,1,1,4,7,6,5,2,2,7,7,7,7,6,6,1,1,1,1,9.433,67.721,71.753,28,2,200,200,5,0,4,2,3,1,1,1,2,7,7,1,4,1,1,1,1,2,1,2,2,1,1,3.429,42.181,44.026,28,5,20,10,2,0,1,0,0,0,5,6,4,7,7,7,7,1,2,7,7,7,1,1,1,1,1,5,3,5,6,2.709,55.928,60.653,30,5,4,1,5,1,37,1,no comments,,5e937e8e4d246b6b4162ae72,6a717b1f4315ca0c46f51534,6a71e034473686a51f3e770f,Bike,a bike,Netflix,a Netflix subscription,Highway Toll,a highway toll
8/4/2026 6:51,8/4/2026 6:56,0,198.49.140.10,100,305,1,8/4/2026 6:56,R_5QLi7PxsbSRuUUK,,,,,33.238,-97.1134,anonymous,EN,FL_EOS_ID,,1,2,1,2,2,3,6,4,5,7,4,5,4,3,5,4,4,5,6,6,1,3,3,6,30.091,122.436,122.903,24,3,20,0,5,0,6,6,6,1,1,7,7,1,1,7,7,7,7,7,7,7,7,1,1,1,2,6.983,47.952,48.654,22,3,25,15,6,1,1,0,0,0,5,7,5,1,1,1,3,7,7,1,1,1,7,7,7,7,7,1,1,1,1,4.357,40.425,41.129,24,5,45,20,5,0,27,2,,,6a0b01ba1d662e1a08cbdd0f,6a717b1f4315ca0c46f51534,6a71e03f6f7692ed7faec7e1,Public Transit Pass,a public transit pass,Shampoo,shampoo,Perfume,perfume
8/4/2026 6:49,8/4/2026 6:56,0,76.94.173.202,100,416,1,8/4/2026 6:56,R_7nGmE8bgY2mVEaJ,,,,,34.1211,-117.4362,anonymous,EN,FL_EOS_ID,,1,2,1,6,6,6,1,1,1,2,6,2,4,5,5,1,1,2,5,5,1,2,1,7,4.966,71.077,72.017,31,4,320,100,5,0,5,5,5,7,7,6,5,4,4,4,5,5,3,4,4,6,6,1,1,2,3,1.545,59.562,60.776,27,3,250,100,5,1,1,0,0,0,4,4,4,6,5,5,5,6,4,3,3,4,2,3,2,2,2,4,4,6,6,1.764,51.484,53.294,26,4,30,5,4,1,38,1,None. Everything was fine and I had no issues.,,55d35447da14d7000e95318f,6a717b1f4315ca0c46f51534,6a71dfd28b1ea7d51615eb3e,Life insurance,life insurance,Monthly car payment,monthly car payment,Hotel Wifi,hotel wifi
8/4/2026 6:50,8/4/2026 6:56,0,50.40.163.187,100,346,1,8/4/2026 6:56,R_75uXZFWFOovljyB,,,,,37.7241,-88.9301,anonymous,EN,FL_EOS_ID,,1,2,1,1,1,4,1,1,7,1,7,7,1,1,1,7,7,7,4,4,1,1,1,1,8.978,64.221,64.987,22,1,50,50,5,0,4,4,4,1,1,7,7,1,1,1,1,7,7,7,1,7,7,1,1,1,1,5.537,58.778,59.347,24,4,300,300,4,0,1,0,0,0,5,5,5,7,7,7,7,1,1,7,6,7,1,1,4,4,1,1,1,6,7,6.405,61.166,61.673,27,4,200,0,7,1,45,1,thanks!,,699e34aff8af247c3aa29bf4,6a717b1f4315ca0c46f51534,6a71e00732da4210286744ca,Bottle of wine,a bottle of wine,Monthly car payment,monthly car payment,Electricity bill,an electricity bill
8/4/2026 6:52,8/4/2026 6:56,0,24.19.9.84,100,246,1,8/4/2026 6:56,R_3ROJG6KpFiYNRQR,,,,,47.3845,-122.0582,anonymous,EN,FL_EOS_ID,,1,2,1,5,6,6,6,5,6,6,7,7,1,2,1,7,7,7,2,6,1,1,1,1,13.668,59.715,60.61,21,6,120,90,5,0,1,1,1,1,1,4,7,7,7,1,1,1,7,7,7,7,7,1,1,1,1,3.764,54.234,55.611000000000004,22,1,25,25,7,1,1,1,0,0,7,6,5,1,1,1,1,7,7,1,1,1,7,7,7,1,1,1,1,1,1,3.485,33.776,34.731,22,5,6,4,3,1,45,2,,,57db16a1a4e40600014e9040,6a717b1f4315ca0c46f51534,6a71e041dc564be260b34cb1,Meal kit subscription,a meal kit subscription,Board Game,a board game,Starbucks,Starbucks
8/4/2026 6:50,8/4/2026 6:56,0,64.121.54.41,100,350,1,8/4/2026 6:56,R_6f424cRIriqInAW,,,,,40.605,-75.4817,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,3,3,2,2,6,4,4,4,3,2,7,7,7,6,4,1,1,1,2,5.493,75.753,76.331,24,2,6,4,6,1,4,5,5,6,7,2,3,7,7,1,1,1,2,3,5,6,6,1,1,1,1,4.269,65.555,65.843,24,1,70,60,6,0,1,0,0,0,5,6,5,6,5,6,2,6,7,1,1,1,4,5,5,1,2,1,1,1,1,3.028,70.994,71.402,30,4,50,30,4,0,28,1,,,5eadd3cf13f83a483b5b8c04,6a717b1f4315ca0c46f51534,6a71e017b6abd63be3573a8e,Shampoo,shampoo,Physical video game,a physical video game,Meal kit subscription,a meal kit subscription
8/4/2026 6:50,8/4/2026 6:56,0,172.58.115.40,100,342,1,8/4/2026 6:56,R_6exkC6YwdyY0ggl,,,,,33.816,-117.9692,anonymous,EN,FL_EOS_ID,,1,2,1,5,5,6,5,2,2,3,7,6,1,1,1,7,7,7,7,7,1,1,1,1,10.864,75.729,78.288,22,2,800,600,4,0,7,6,3,7,7,6,6,7,6,2,5,6,1,1,1,2,3,5,5,7,6,5.899,63.993,65.15,21,6,12,5,5,0,1,0,0,0,6,6,2,1,2,2,5,7,7,1,1,1,7,7,7,2,2,1,1,1,1,8.75,51.297,52.131,22,1,6,5,2,0,68,1,,,628778b9bd0dbcd8fa2eeb3a,6a717b1f4315ca0c46f51534,6a71e01dad88eb2fdeeed3aa,Designer watch,a designer watch,Hotel Wifi,hotel wifi,Starbucks,Starbucks
8/4/2026 6:49,8/4/2026 6:56,0,96.61.221.210,100,406,1,8/4/2026 6:56,R_63Y2j2kcaRzD7aN,,,,,46.575,-122.7077,anonymous,EN,FL_EOS_ID,,1,2,1,6,6,4,1,1,7,7,7,4,4,3,4,7,7,7,7,7,1,1,1,1,13.661,97.934,99.296,21,4,100,70,5,0,4,4,4,1,1,7,4,7,6,1,1,1,1,1,1,2,1,1,1,7,5,6.768,69.891,71.231,21,5,20,5,6,1,1,0,0,0,4,7,7,7,7,7,7,1,1,7,7,7,1,1,7,1,1,1,1,1,4,7.927,69.676,70.744,21,6,100,40,5,1,40,2,,,66ba6e8efd806c868953a6f6,6a717b1f4315ca0c46f51534,6a71dfde7ea1f78635a1e48a,Pair of sneakers,a pair of sneakers,Netflix,a Netflix subscription,Tank of Gas,a tank of gas
8/4/2026 6:51,8/4/2026 6:56,0,24.127.11.79,100,305,1,8/4/2026 6:56,R_6NcvrWX35b8GgQF,,,,,42.2859,-83.3714,anonymous,EN,FL_EOS_ID,,1,2,1,7,5,5,7,7,6,7,6,2,6,7,7,7,7,7,6,6,1,1,1,1,11.413,63.342,64.114,22,3,20,10,6,1,3,4,4,1,1,2,1,7,6,1,1,1,4,6,5,1,1,1,1,1,1,5.934,53.945,54.95,21,1,25,15,6,1,1,1,0,0,4,2,3,1,1,6,7,7,6,2,5,5,6,4,6,6,6,1,1,1,1,6.201,60.907,61.705,23,2,5,2,6,0,67,1,,,62fbeca46caf4abaaf74b5f1,6a717b1f4315ca0c46f51534,6a71e0487955639cd7d5fda4,Cartridge of Printer Ink,a cartridge of printer ink,Restaurant dinner,a restaurant dinner,Public Transit Pass,a public transit pass
8/4/2026 6:50,8/4/2026 6:56,0,73.145.10.78,100,368,1,8/4/2026 6:56,R_7PdcmDwnnL9FIGn,,,,,42.3475,-83.096,anonymous,EN,FL_EOS_ID,,1,2,1,6,6,6,4,4,4,6,2,4,4,7,7,5,7,4,6,6,1,1,1,4,12.715,53.241,53.853,27,7,400,100,3,0,4,3,3,3,2,6,2,2,4,2,4,3,1,1,1,6,5,1,1,1,3,6.371,37.179,37.843,22,4,100,50,4,0,1,0,0,0,6,7,5,5,1,7,7,7,7,1,1,3,3,5,2,1,1,1,1,2,2,41.218,86.054,86.285,27,5,100,20,6,0,32,3,,,5397a6bbfdf99b1ccc3f1219,6a717b1f4315ca0c46f51534,6a71e00cba8dad6e23523f32,Monthly car payment,monthly car payment,Life insurance,life insurance,Concert ticket,a concert ticket
8/4/2026 6:50,8/4/2026 6:56,0,69.170.237.186,100,369,1,8/4/2026 6:56,R_66l3Sr9FbaWOOgs,,,,,34.7838,-96.6938,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,5,7,7,6,7,1,2,1,6,6,7,7,7,5,6,1,1,1,1,0,0,59.103,0,3,15,10,5,0,3,2,5,6,6,2,6,7,6,1,1,1,7,5,6,7,7,1,1,1,1,0,0,58.151,0,2,59,59,6,0,1,1,0,0,1,1,2,7,6,7,6,6,6,1,5,6,6,4,6,6,6,1,1,1,1,0,0,50.269,0,2,10,10,6,0,49,1,,,589b97a23968420001373136,6a717b1f4315ca0c46f51534,6a71e00b188b7b9fc55b0510,Cartridge of Printer Ink,a cartridge of printer ink,Physical video game,a physical video game,Public Transit Pass,a public transit pass
8/4/2026 6:52,8/4/2026 6:56,0,172.59.79.42,100,263,1,8/4/2026 6:56,R_70xiJfNBLztaGMA,,,,,39.0679,-94.713,anonymous,EN,FL_EOS_ID,,1,2,1,7,7,7,1,1,1,5,7,7,1,1,1,7,7,7,7,7,1,1,1,1,11.133,61.883,62.359,56,6,199,45,4,0,5,5,4,1,1,1,1,7,7,1,1,1,3,3,3,1,1,1,1,1,1,1.239,37.944,38.701,44,2,5,3,5,1,1,0,0,0,1,1,1,1,1,7,7,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1.466,32.744,33.253,44,5,2,0,3,0,51,2,,,66200b032829f40f3664afdf,6a717b1f4315ca0c46f51534,6a71e01fe9c8f6c30cd5c296,Designer watch,a designer watch,Starbucks,Starbucks,Highway Toll,a highway toll
8/4/2026 6:49,8/4/2026 6:56,0,158.62.167.79,100,397,1,8/4/2026 6:56,R_3Ecbxp4AMAkyHZd,,,,,35.2338,-97.4095,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,4,1,4,7,4,7,7,1,1,1,7,7,7,1,1,1,1,1,1,28.135,111.549,112.943,21,3,20,20,4,1,4,4,4,7,7,7,7,7,7,1,1,1,4,4,4,7,7,1,1,1,1,4.137,73.041,74.786,21,4,25,25,5,0,1,0,0,0,4,4,4,1,4,4,7,2,1,4,5,5,7,7,7,4,4,1,1,1,1,4.275,65.537,67.087,23,5,10,10,4,1,32,1,,,629082739390703f993b12bd,6a717b1f4315ca0c46f51534,6a71dfedbdefadac5fe663a5,Restaurant dinner,a restaurant dinner,Gym membership,a gym membership,Shampoo,shampoo
8/4/2026 6:49,8/4/2026 6:56,0,93.187.141.166,100,423,1,8/4/2026 6:56,R_1YnRqYbHBDgUaK5,,,,,43.1277,-92.7363,anonymous,EN,FL_EOS_ID,,1,2,1,2,2,2,2,2,5,6,7,4,2,1,2,7,7,5,7,7,1,1,1,2,15.582,109.35,110.993,21,1,20,20,7,0,2,2,1,2,2,1,1,7,1,1,2,5,5,7,6,3,4,1,1,1,2,5.499,74.747,75.966,24,1,10,10,5,1,1,1,0,0,7,7,4,5,6,7,2,1,7,1,4,6,1,1,5,7,7,1,1,1,1,4.908,72.179,73.703,22,5,10,7,3,0,34,2,,,69af325ab00a2c61b1485ac4,6a717b1f4315ca0c46f51534,6a71dfd5a7c27f37612fc3b9,Board Game,a board game,Ice Cream,ice cream,Netflix,a Netflix subscription
8/4/2026 6:50,8/4/2026 6:56,0,73.194.125.209,100,346,1,8/4/2026 6:56,R_3hZ3wqSxNpDgQ93,,,,,40.734,-74.0712,anonymous,EN,FL_EOS_ID,,1,2,1,4,5,3,4,5,4,4,4,4,3,4,3,4,6,4,2,4,3,4,4,5,57.718,117.562,118.172,23,2,9,4,3,1,4,5,3,4,5,4,4,6,4,3,5,5,7,7,6,6,6,4,2,4,4,5.801,51.043,52.002,23,2,5,3,6,1,1,0,0,0,5,4,5,5,5,6,4,6,4,4,4,3,6,6,7,6,5,2,2,2,4,3.666,48.55,49.92,23,2,9,5,5,0,25,1,,,69fafe84a693e8a4744c9213,6a717b1f4315ca0c46f51534,6a71e0236419963bbfe9b2f2,Fast food meal,a fast food meal,Basic T-Shirt,a basic t-shirt,Bottle of wine,a bottle of wine
8/4/2026 6:51,8/4/2026 6:56,0,24.214.49.227,100,336,1,8/4/2026 6:56,R_62nntTOniv4r4XZ,,,,,27.7363,-82.6654,anonymous,EN,FL_EOS_ID,,1,2,1,1,2,1,1,1,1,1,7,6,1,1,1,7,7,7,6,6,4,1,2,1,8.829,79.899,80.739,22,1,25,25,5,1,7,7,7,1,1,1,1,7,7,1,1,1,7,7,7,7,7,1,1,1,1,5.107,51.094,51.932,21,7,500,250,3,0,1,1,0,0,3,1,2,7,7,7,7,7,7,1,1,1,4,5,4,6,6,1,1,3,1,4.672,67.18,67.732,22,4,70,60,5,1,43,1,,,6647d385a03fca12ce7acc45,6a717b1f4315ca0c46f51534,6a71e02f3b1ba47b8e6f4ee5,Basic T-Shirt,a basic t-shirt,Designer watch,a designer watch,Physical video game,a physical video game
8/4/2026 6:50,8/4/2026 6:56,0,35.147.48.176,100,342,1,8/4/2026 6:56,R_6ri6kAU2CUs3dgt,,,,,29.8737,-97.9361,anonymous,EN,FL_EOS_ID,,1,2,1,2,3,5,2,1,1,4,7,7,1,2,6,7,7,7,1,1,1,1,1,1,12.525,101.131,102.324,22,1,15,15,5,1,7,7,7,7,7,7,7,1,1,7,7,7,1,6,6,6,4,1,1,1,1,6.749,64.072,65.23,21,7,50,25,6,1,1,1,0,0,1,1,1,1,1,1,1,7,7,1,1,1,7,7,7,1,1,1,1,1,1,3.893,46.179,47.571,21,1,3,3,7,1,36,2,,,61153c071ccdfd766abb5980,6a717b1f4315ca0c46f51534,6a71e02a0fd32038aaa0b2de,Restaurant dinner,a restaurant dinner,Tank of Gas,a tank of gas,Ice Cream,ice cream
8/4/2026 6:51,8/4/2026 6:56,0,71.128.163.7,100,301,1,8/4/2026 6:56,R_1dwkqESxIgVmEeJ,,,,,35.8693,-86.4184,anonymous,EN,FL_EOS_ID,,1,2,1,7,7,7,4,4,4,4,1,2,3,5,7,1,1,1,1,1,7,7,7,7,5.275,66.07,69.033,24,7,10,0,4,0,6,7,7,7,7,7,7,1,1,7,7,7,1,1,1,6,6,1,1,2,6,4.773,56.68,57.043,23,6,150,100,7,1,1,1,0,0,7,7,7,1,1,7,1,7,7,1,1,1,7,7,7,7,4,1,1,1,3,4.067,53.17,53.638,25,7,50,20,1,0,42,1,,,580d5d1f357e890001dd14ce,6a717b1f4315ca0c46f51534,6a71e0531d88e8b2dc1e7af6,Parking,parking,Electricity bill,an electricity bill,Perfume,perfume
8/4/2026 6:49,8/4/2026 6:56,0,107.202.17.50,100,416,1,8/4/2026 6:56,R_6DSSnQ7uMg8PZcx,,,,,35.5825,-82.6115,anonymous,EN,FL_EOS_ID,,1,2,1,4,6,4,5,5,5,3,6,2,2,4,5,6,6,5,6,6,1,2,2,2,16.216,92.232,93.2,21,4,25,25,3,0,4,4,3,4,6,2,2,7,7,5,5,6,2,4,3,3,5,1,1,2,2,9.751,87.534,88.374,22,2,10,10,6,1,1,0,0,0,4,4,4,2,2,2,2,6,5,1,6,2,7,7,6,1,1,1,1,2,2,7.27,79.52,80.306,22,2,8,8,4,1,53,2,,,670b348a06bf8e0e89cde836,6a717b1f4315ca0c46f51534,6a71dfe3f3a841f50098f151,Physical video game,a physical video game,Shampoo,shampoo,Ice Cream,ice cream
8/4/2026 6:51,8/4/2026 6:56,0,184.19.230.26,100,307,1,8/4/2026 6:56,R_6trKwRoiTlWDCmD,,,,,38.8948,-81.9335,anonymous,EN,FL_EOS_ID,,1,2,1,6,7,6,1,3,6,7,2,3,5,7,7,6,7,7,6,5,1,1,1,1,9.299,73.46,73.981,22,7,550,400,4,0,3,5,3,1,5,5,7,7,6,1,1,1,1,1,2,4,4,1,1,1,1,4.932,59.62,60.205,21,3,50,40,6,0,1,0,0,0,7,7,6,1,1,4,4,7,5,4,1,1,1,1,1,1,1,1,1,1,1,7.159,60.76,61.306,22,6,300,50,5,1,49,2,,,66293dd4c51422edb482d223,6a717b1f4315ca0c46f51534,6a71e0541991fdd43e3d1759,Monthly car payment,monthly car payment,Gym membership,a gym membership,Concert ticket,a concert ticket
8/4/2026 6:49,8/4/2026 6:56,0,73.23.254.178,100,440,1,8/4/2026 6:56,R_1itnDdwdMHy08Ie,,,,,26.3771,-81.7334,anonymous,EN,FL_EOS_ID,,1,2,1,6,7,6,2,3,2,3,5,7,1,7,7,7,7,7,7,6,1,1,1,2,1.888,93.282,93.849,30,4,5000,2000,3,0,2,4,2,1,4,6,6,7,6,1,5,5,7,7,7,7,6,2,2,3,4,6.144,79.791,81.583,29,1,20,12,5,0,1,1,0,0,4,4,5,1,4,4,6,7,7,2,7,7,6,7,7,2,2,3,3,2,1,2.546,81.734,82.4,32,4,30,15,3,1,61,2,,,6483f9ebf7986bdbdbc0598c,6a717b1f4315ca0c46f51534,6a71dfcda51a4983c4afd57e,Designer watch,a designer watch,Board Game,a board game,Bottle of wine,a bottle of wine
8/4/2026 6:50,8/4/2026 6:56,0,99.189.3.100,100,358,1,8/4/2026 6:56,R_672yoeon8xAS21z,,,,,34.1576,-118.2675,anonymous,EN,FL_EOS_ID,,1,2,1,1,7,7,1,7,4,1,7,7,7,1,7,7,7,7,1,5,1,1,1,1,7.759,69.864,71.59,31,1,15,8,7,1,7,7,7,1,7,1,1,7,4,1,7,7,7,7,7,7,7,1,1,1,1,3.118,51.952,52.771,25,1,180,75,7,1,1,0,0,0,7,7,7,1,4,7,7,7,7,7,7,7,1,1,7,1,1,1,1,7,7,3.052,52.153,53,26,1,50,20,7,1,57,1,No comment.,,5e9ca054511e7a1c5c5640e5,6a717b1f4315ca0c46f51534,6a71e026f4a59a23b10919e8,Fast food meal,a fast food meal,Pair of sneakers,a pair of sneakers,Uber or Lyft,Uber or Lyft
8/4/2026 6:50,8/4/2026 6:56,0,71.126.99.235,100,407,1,8/4/2026 6:56,R_1Q5f2ExKq0Wq2xA,,,,,40.6632,-76.3285,anonymous,EN,FL_EOS_ID,,1,2,1,5,5,5,5,4,6,6,6,5,2,2,6,7,7,7,6,6,1,1,1,2,14.036,110.505,112.835,23,5,1500,350,5,0,6,7,6,3,3,6,5,2,3,7,7,7,7,7,7,6,6,2,2,6,4,19.892,94.295,95.175,22,7,120,15,4,0,1,1,0,0,5,5,5,5,5,6,6,6,4,3,4,5,7,7,7,6,6,2,2,1,2,9.13,64.786,65.918,22,5,1500,350,5,0,56,1,,,67dd78fc6e1a73e4ab982151,6a717b1f4315ca0c46f51534,6a71dff1a82a4eb3e333677c,Laptop,a laptop,Textbook,a textbook,Laptop,a laptop
8/4/2026 6:50,8/4/2026 6:56,0,74.209.112.145,100,369,1,8/4/2026 6:56,R_5AqF1afxPmFw9qh,,,,,34.2153,-83.4503,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,7,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,1,1,1,3.547,37.542,41.245,42,4,200,100,7,1,4,4,4,1,1,4,4,7,4,4,4,1,7,7,7,4,4,1,1,1,1,4.936,40.789,43.141,21,1,10,10,4,1,1,1,0,0,4,4,4,4,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,45.432,71.056,73.216,23,4,25,0,4,1,31,1,,,5d7085f70a426200186bc676,6a717b1f4315ca0c46f51534,6a71e02069df863d4ec73176,Electricity bill,an electricity bill,Shampoo,shampoo,Parking,parking
