StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Agreement,PoPGeneralQuestion_1,PoPGeneralQuestion_2,PoPGeneralQuestion_3,PoPGeneralQuestion_4,PoPGeneralQuestion_5,PoPGeneralQuestion_6,PoPGeneralQuestion_7,PoPGeneralQuestion_8,HotelWifiQuestion_1,HotelWifiQuestion_2,HotelWifiQuestion_3,HotelWifiQuestion_4,HotelWifiQuestion_5,HotelWifiQuestion_6,InflightWifiQuestion_1,InflightWifiQuestion_2,InflightWifiQuestion_3,InflightWifiQuestion_4,InflightWifiQuestion_5,InflightWifiQuestion_6,ParkingQuestion_1,ParkingQuestion_2,ParkingQuestion_3,ParkingQuestion_4,ParkingQuestion_5,ParkingQuestion_6,HotelBFquestion_1,HotelBFquestion_2,HotelBFquestion_3,HotelBFquestion_4,HotelBFquestion_5,HotelBFquestion_6,AppetizerQuestion_1,AppetizerQuestion_2,AppetizerQuestion_3,AppetizerQuestion_4,AppetizerQuestion_5,AppetizerQuestion_6,PrinterInkQuestion_1,PrinterInkQuestion_2,PrinterInkQuestion_3,PrinterInkQuestion_4,PrinterInkQuestion_5,PrinterInkQuestion_6,CargasQuestion_1,CargasQuestion_2,CargasQuestion_3,CargasQuestion_4,CargasQuestion_5,CargasQuestion_6,Fragrance_1,Fragrance_2,Fragrance_3,Fragrance_4,Fragrance_5,Fragrance_6,Attention_1,Attention_2,Attention_3,Attention_4,Attention_5,Age,Gender,Q24,PROLIFIC_PID,STUDY_ID,SESSION_ID
2026-06-22 06:34:18,2026-06-22 06:38:24,0,64.191.51.225,100,245,1,2026-06-22 06:38:24,R_3XjaT5rorUOFbMJ,,,,,33.5757,-83.1824,anonymous,EN,1,1,1,2,2,3,2,3,3,1,1,4,4,4,5,1,1,4,4,4,5,4,3,5,5,5,4,4,5,2,4,2,1,5,5,3,2,2,3,5,5,4,5,5,4,4,5,5,5,4,4,5,5,4,4,2,2,1,1,2,2,1,38,2,,698b47e0a785e079268c0615,6a38c421cb373274341540ff,6a392bc2dbfbc3db178eaab0
2026-06-22 06:35:12,2026-06-22 06:38:32,0,72.210.79.80,100,199,1,2026-06-22 06:38:32,R_5Ghy5Ncu71AbG1z,,,,,32.496,-83.6077,anonymous,EN,1,1,2,3,1,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,2,2,2,1,57,1,nothing today....very repetitive,69f12cb811032e8ad78c56ff,6a38c421cb373274341540ff,6a392bf98a4c491d0ecb3fe6
2026-06-22 06:34:09,2026-06-22 06:38:34,0,172.56.150.222,100,265,1,2026-06-22 06:38:35,R_3gQ6EJCzd7D3ZXr,,,,,43.5885,-116.1918,anonymous,EN,1,2,4,2,5,5,2,3,3,1,1,1,1,2,2,1,1,2,4,3,4,4,4,3,3,2,3,5,5,1,1,2,4,5,5,1,1,2,1,5,4,4,4,4,5,5,5,5,5,5,4,5,5,1,1,3,2,1,1,2,2,1,70,1,,633da98587a07a61250574d4,6a38c421cb373274341540ff,6a392bb44838f0623b347489
2026-06-22 06:33:15,2026-06-22 06:38:40,0,113.20.52.76,100,325,1,2026-06-22 06:38:41,R_72RQNKW13tYOOl1,,,,,39.0814,-77.6443,anonymous,EN,1,5,3,1,4,5,3,5,5,4,5,5,5,4,4,5,4,5,4,5,4,2,4,4,5,4,5,4,4,4,4,5,5,4,4,5,5,4,5,4,2,1,2,2,2,4,3,4,4,5,5,5,5,4,5,4,4,1,2,2,2,1,28,1,,682634b74da614d118d7990e,6a38c421cb373274341540ff,6a392b87c40e8176ec7b2bde
2026-06-22 06:33:19,2026-06-22 06:38:44,0,107.3.1.96,100,324,1,2026-06-22 06:38:45,R_7PcPHNuFgx8T5cw,,,,,41.3368,-75.5185,anonymous,EN,1,1,2,2,3,4,1,2,4,1,1,2,2,5,5,1,1,4,5,5,5,2,1,5,5,5,5,5,5,1,1,2,1,5,5,1,4,1,1,5,5,5,5,5,5,4,4,5,5,5,5,2,2,2,2,4,1,1,2,2,2,1,50,1,Interesting study,657619485d6869976045a220,6a38c421cb373274341540ff,6a392b5f105091e5c4513f92
2026-06-22 06:32:51,2026-06-22 06:38:47,0,216.25.110.0,100,356,1,2026-06-22 06:38:47,R_36ajZwPduu105u7,,,,,33.0162,-83.5413,anonymous,EN,1,1,3,1,1,4,1,1,1,1,1,1,1,4,4,1,1,1,4,4,4,4,4,5,5,5,5,5,5,4,1,4,4,4,5,2,2,2,2,5,5,5,5,5,5,4,1,5,5,4,5,5,5,1,1,1,1,1,1,2,2,1,35,2,,666efed91a31f3c82021f11d,6a38c421cb373274341540ff,6a392b677057907906d091c6
2026-06-22 06:32:26,2026-06-22 06:38:51,0,107.137.120.97,100,384,1,2026-06-22 06:38:52,R_6Mle7v3Rg5wS3kU,,,,,38.9507,-94.6824,anonymous,EN,1,2,2,2,4,4,5,5,2,2,4,4,5,5,5,4,4,4,5,5,5,4,4,5,5,5,5,5,5,1,1,1,1,1,1,1,4,1,3,5,5,5,5,5,5,5,5,4,5,5,5,4,5,1,1,1,1,1,1,2,2,1,76,2,I was a little confused by the first questions and probably didn't answer my true feelings for that first set.,69a98222dacbeadecc6c7d5c,6a38c421cb373274341540ff,6a392b51fd9d30e89a88cba9
2026-06-22 06:34:48,2026-06-22 06:38:54,0,172.59.104.124,100,245,1,2026-06-22 06:38:54,R_5j2P0w62DKuRPzj,,,,,29.9813,-90.1663,anonymous,EN,1,5,2,5,5,3,4,2,3,3,1,3,4,5,4,4,4,5,4,5,3,4,5,3,4,5,4,3,4,5,4,4,5,5,4,3,5,4,3,4,5,4,5,3,4,3,5,5,4,4,3,4,5,4,4,5,3,1,2,2,2,1,32,1,,66c335d0ba1ba63d4a7bb0b2,6a38c421cb373274341540ff,6a392be120b1d6cfb6dc33be
2026-06-22 06:35:11,2026-06-22 06:39:00,0,24.160.180.8,100,229,1,2026-06-22 06:39:00,R_5IFhPcLxX31J9kd,,,,,37.824,-85.9375,anonymous,EN,1,2,1,3,4,3,1,1,4,2,1,2,5,5,4,3,1,4,4,4,5,4,4,5,4,5,5,5,5,2,2,3,4,5,5,2,2,4,1,4,4,4,4,5,5,4,4,5,5,4,5,3,4,2,1,2,5,1,1,2,2,1,20,1,,6986553bb08a550c32102090,6a38c421cb373274341540ff,6a392bea391b92330b2e8d0f
2026-06-22 06:32:42,2026-06-22 06:39:21,0,47.196.42.188,100,399,1,2026-06-22 06:39:22,R_3rdsL2TBO6ZB8PL,,,,,27.8044,-82.2759,anonymous,EN,1,4,4,5,5,5,4,5,5,1,1,4,4,4,4,1,1,4,4,4,4,1,1,5,5,4,5,4,4,4,4,4,4,5,5,4,4,4,4,5,4,4,4,4,5,1,2,5,5,4,4,5,5,4,4,4,4,1,2,2,2,1,61,2,,69fbbefb8bf8fd37fadd273d,6a38c421cb373274341540ff,6a392b616bdc16bd2538af9b
2026-06-22 06:35:15,2026-06-22 06:39:24,0,104.249.176.12,100,249,1,2026-06-22 06:39:25,R_5Vxe0eiKCt4swkM,,,,,41.7387,-92.7332,anonymous,EN,1,1,1,1,1,3,3,3,1,1,1,1,1,5,5,1,1,1,1,5,5,1,1,4,4,5,5,5,5,1,1,1,1,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,2,2,1,58,2,this was longer (perhaps just more boring) than advertised.,63852fbf95d78ba25b99005e,6a38c421cb373274341540ff,6a392bf5f8970a3381959829
2026-06-22 06:35:02,2026-06-22 06:39:27,0,174.226.193.40,100,264,1,2026-06-22 06:39:27,R_7O9VURSnjswI14R,,,,,39.8291,-86.0859,anonymous,EN,1,1,1,3,1,3,1,2,3,1,1,5,5,5,5,1,5,3,3,5,5,4,5,4,5,5,5,4,5,1,4,1,2,5,5,1,1,2,1,5,5,5,5,4,5,1,1,5,5,5,5,5,5,1,1,1,1,1,1,2,2,1,52,2,,6a108f39a8144026bae3611a,6a38c421cb373274341540ff,6a392bed15aa6c14e82c2423
2026-06-22 06:34:04,2026-06-22 06:39:27,0,69.243.193.9,100,322,1,2026-06-22 06:39:27,R_3PNZ8aiUsNqPd47,,,,,35.9828,-86.5186,anonymous,EN,1,1,1,1,3,4,2,2,2,1,1,2,4,5,5,1,1,1,4,5,5,5,5,4,4,5,5,5,5,1,1,1,1,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,2,1,60,2,,592db7ed6bedf50001dc12f6,6a38c421cb373274341540ff,6a392bb45dea25b4cca86336
2026-06-22 06:35:32,2026-06-22 06:39:27,0,69.133.205.59,100,234,1,2026-06-22 06:39:28,R_3hTbCH0lNrrBw8V,,,,,40.767,-82.5352,anonymous,EN,1,2,1,1,2,1,3,2,4,1,1,3,4,5,4,1,1,4,3,4,2,1,1,5,5,5,5,5,5,2,2,2,2,5,5,1,1,1,1,5,4,5,5,5,5,5,4,5,5,5,5,5,3,1,1,1,2,1,1,2,2,1,52,2,,666f5c8b54f3cb859fcd9706,6a38c421cb373274341540ff,6a392c0e79f23cc7c28aef8a
2026-06-22 06:34:50,2026-06-22 06:39:30,0,68.41.64.99,100,279,1,2026-06-22 06:39:31,R_3Bzz9zcdOilYWYf,,,,,42.2532,-84.3877,anonymous,EN,1,1,2,1,1,2,3,2,2,2,1,2,4,4,5,3,2,2,2,4,4,4,4,2,4,5,5,5,5,1,2,2,3,5,5,1,2,2,2,4,5,5,5,5,5,5,4,5,5,5,5,5,5,1,1,2,2,1,2,2,2,1,57,2,,5ddecf14d3ac2affdc8df54c,6a38c421cb373274341540ff,6a392be230201c8493238cca
2026-06-22 06:36:14,2026-06-22 06:39:34,0,23.120.207.234,100,199,1,2026-06-22 06:39:34,R_39fUhiVcIsc70Uf,,,,,26.2685,-80.2717,anonymous,EN,1,1,1,2,1,4,3,3,1,1,1,1,1,4,4,1,1,2,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,1,1,1,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,1,2,2,2,1,57,2,,63f52af01929360880074598,6a38c421cb373274341540ff,6a392c36dc2f454ec573ddd7
2026-06-22 06:33:35,2026-06-22 06:39:35,0,64.121.39.250,100,360,1,2026-06-22 06:39:36,R_7goStu254hPn26O,,,,,40.605,-75.4817,anonymous,EN,1,1,2,2,2,3,3,4,3,1,1,2,2,4,2,1,2,3,4,4,2,1,1,5,5,5,5,5,5,3,5,3,2,5,5,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,4,1,2,2,2,1,46,2,,69d59fdaf0821befca92f432,6a38c421cb373274341540ff,6a392b99e1580f3fbcf48b1c
2026-06-22 06:33:12,2026-06-22 06:39:50,0,47.202.4.77,100,398,1,2026-06-22 06:39:51,R_6hqmX6thxE0hggV,,,,,27.2636,-82.5171,anonymous,EN,1,2,2,3,3,5,3,1,4,1,1,2,4,5,5,1,1,1,5,5,3,4,4,4,5,5,5,5,5,2,4,1,2,5,5,1,5,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,4,2,1,1,2,2,2,1,61,2,none,5ee3c01c7247c006e9a3f4fd,6a38c421cb373274341540ff,6a392b82c30b27bec6947055
2026-06-22 06:35:35,2026-06-22 06:40:09,0,74.141.103.19,100,274,1,2026-06-22 06:40:10,R_5J9kR0BH6FdwDuf,,,,,41.0239,-81.1634,anonymous,EN,1,1,2,3,1,2,2,3,4,4,2,5,5,2,4,1,1,1,2,3,4,2,3,4,4,5,5,5,5,4,4,3,3,5,5,3,1,2,2,5,5,4,5,4,4,4,5,5,5,4,5,5,5,1,1,2,3,1,2,2,2,1,34,2,none thanks,69eb803f62e09ba62c802cc5,6a38c421cb373274341540ff,6a392c08dfb14a4f7ed7649b
2026-06-22 06:35:47,2026-06-22 06:40:15,0,73.245.139.27,100,267,1,2026-06-22 06:40:15,R_5H1colr6intvNEC,,,,,27.6327,-80.4014,anonymous,EN,1,2,3,3,2,4,1,3,4,3,2,3,3,5,5,3,1,2,5,4,3,4,4,5,5,5,5,5,5,1,1,1,1,5,5,1,1,1,1,4,5,5,5,5,4,5,5,5,5,5,5,5,5,1,2,2,2,1,1,2,2,1,29,1,,69fd4bcdc749a26768dd1493,6a38c421cb373274341540ff,6a392bfa41f49b9586147d75
2026-06-22 06:34:03,2026-06-22 06:40:17,0,174.109.214.214,100,374,1,2026-06-22 06:40:18,R_6CCR5ShGKeR2i5j,,,,,34.1782,-79.4006,anonymous,EN,1,1,1,3,2,3,3,3,1,1,1,1,1,2,2,1,1,1,3,2,2,5,5,5,5,5,5,5,5,1,1,1,3,5,5,1,3,1,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,1,3,1,1,1,1,2,2,1,32,1,This was very well-designed.,5d09036d59d0de0001310b4e,6a38c421cb373274341540ff,6a392b915a2c0087ef36f80a
2026-06-22 06:35:06,2026-06-22 06:40:21,0,192.82.0.201,100,314,1,2026-06-22 06:40:21,R_3rxRhkY5nUln5DP,,,,,42.1081,-85.9745,anonymous,EN,1,1,1,1,1,3,3,1,1,1,1,1,5,5,5,1,1,1,4,5,5,1,1,5,5,4,5,5,5,1,1,1,1,5,5,1,1,1,1,5,5,4,5,4,5,5,5,5,5,5,5,5,5,1,1,3,1,1,1,2,2,1,62,1,,63bd9ac0dc52225142c5b1d4,6a38c421cb373274341540ff,6a392bf13bcb01e34dabb7d4
2026-06-22 06:35:52,2026-06-22 06:40:25,0,76.32.133.112,100,273,1,2026-06-22 06:40:26,R_3aJQ0KZQORROF9s,,,,,34.1082,-118.1569,anonymous,EN,1,1,1,2,1,3,4,4,5,1,1,2,1,5,5,1,1,3,5,4,4,4,4,5,5,4,5,5,5,1,1,1,1,5,5,2,2,2,1,5,4,5,5,4,5,4,3,4,5,5,5,5,4,1,1,1,1,1,2,2,2,1,28,2,,663e43e8f610c4c7e9612447,6a38c421cb373274341540ff,6a392c238d9ed204f67035e1
2026-06-22 06:34:17,2026-06-22 06:40:41,0,69.245.137.4,100,383,1,2026-06-22 06:40:41,R_6zC6zJf7vTxgo9j,,,,,41.8502,-87.6736,anonymous,EN,1,1,1,2,2,4,2,4,5,1,1,5,5,5,5,1,1,5,5,5,5,3,3,5,5,5,5,5,5,3,5,2,2,5,5,5,5,2,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,4,3,4,1,1,2,2,1,35,1,,69fb85c62b92db7fae0e42a2,6a38c421cb373274341540ff,6a392bab5759e57822dc66b8
2026-06-22 06:34:05,2026-06-22 06:40:41,0,108.83.247.83,100,396,1,2026-06-22 06:40:41,R_7lSpNqcswri3fQl,,,,,30.2183,-81.5621,anonymous,EN,1,2,3,1,2,3,1,4,2,1,1,2,2,3,3,1,1,2,2,3,2,1,3,5,5,5,5,5,5,5,5,3,3,5,5,2,1,1,1,5,5,4,4,5,4,5,5,4,4,4,4,5,5,3,2,3,4,1,1,2,2,1,26,1,,694ef74ac5d7b892a42cace9,6a38c421cb373274341540ff,6a392b677af224fedd296987
2026-06-22 06:33:01,2026-06-22 06:40:46,0,72.180.129.133,100,465,1,2026-06-22 06:40:47,R_6cY9D4R0mMrJGRe,,,,,26.165,-97.9892,anonymous,EN,1,3,4,2,3,4,1,5,5,2,1,4,4,4,3,1,1,4,5,2,3,1,5,2,5,4,3,1,5,1,2,2,1,1,5,1,1,1,2,5,3,4,5,1,1,5,5,5,5,5,5,1,5,4,2,5,4,1,2,2,2,1,25,2,,67ad361485e9e78975aa08bb,6a38c421cb373274341540ff,6a392b730deb296fdeba5c1e
2026-06-22 06:37:12,2026-06-22 06:40:49,0,24.28.96.189,100,216,1,2026-06-22 06:40:49,R_6BHQReG3JCOm9gt,,,,,30.3607,-97.8241,anonymous,EN,1,1,5,2,1,2,3,4,1,1,1,1,1,1,5,3,1,5,5,5,5,4,5,5,5,5,5,5,5,4,5,2,2,5,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,2,1,38,2,,664a00422cc4493facd873b8,6a38c421cb373274341540ff,6a392c71aef7cf37bd419ca4
2026-06-22 06:36:57,2026-06-22 06:41:10,0,66.176.65.161,100,253,1,2026-06-22 06:41:11,R_5HoDpLeCL1OpMDi,,,,,27.1965,-80.2583,anonymous,EN,1,2,2,1,2,4,2,3,4,2,2,5,5,5,5,2,2,5,5,5,4,2,4,5,5,5,5,5,5,1,1,1,1,4,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,2,2,1,50,2,,5c69ec2a51ea580001da65ae,6a38c421cb373274341540ff,6a392c2700a6fc9593d36ce2
2026-06-22 06:33:51,2026-06-22 06:41:18,0,73.98.216.162,100,447,1,2026-06-22 06:41:19,R_6rw614py9ImvP2L,,,,,40.6596,-111.9195,anonymous,EN,1,2,3,4,4,4,3,4,5,3,3,4,4,3,4,2,3,4,3,3,4,4,3,4,4,5,4,4,5,4,3,4,5,5,5,3,4,3,4,5,3,4,4,3,3,4,4,4,5,5,5,3,4,5,3,4,4,1,2,2,2,1,19,2,,69d4595c0d4b80c214de75bc,6a38c421cb373274341540ff,6a392b8cb25d51e6eeeb7377
2026-06-22 06:34:46,2026-06-22 06:41:21,0,70.139.25.183,100,395,1,2026-06-22 06:41:22,R_5N1X3WiHzZIlXr5,,,,,29.5799,-95.6085,anonymous,EN,1,2,2,1,2,4,2,4,5,2,1,1,1,1,4,1,1,4,4,2,4,5,5,5,5,5,5,5,5,2,1,1,1,5,5,1,1,1,1,5,5,4,4,4,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,2,1,39,2,,69f129f8319f839d4bca17e4,6a38c421cb373274341540ff,6a392be0b5250a6b6af3f604
2026-06-22 06:37:26,2026-06-22 06:41:24,0,172.222.89.73,100,238,1,2026-06-22 06:41:24,R_35uLwL7XmXK9w1B,,,,,43.0514,-83.3188,anonymous,EN,1,1,2,2,2,3,1,2,1,3,2,4,4,4,5,2,1,4,4,5,5,3,3,4,5,5,5,5,4,2,2,2,2,4,5,1,2,1,1,5,5,3,4,5,4,4,4,5,5,5,5,3,3,1,2,2,1,1,1,2,2,1,50,2,,5eb339ee6290bc124b8549a6,6a38c421cb373274341540ff,6a392c7b7c81c7a217dc101a
2026-06-22 06:32:45,2026-06-22 06:41:34,0,172.58.166.153,100,528,1,2026-06-22 06:41:34,R_6rinvOtEegpJBD1,,,,,41.8483,-87.6517,anonymous,EN,1,2,3,3,2,4,2,3,4,2,1,2,3,4,5,1,1,4,4,4,4,5,5,5,5,5,5,5,5,2,4,2,2,5,5,1,5,1,2,5,5,4,5,4,3,5,5,5,5,5,5,5,5,5,5,2,3,1,2,2,2,1,31,2,,66f878234e0e0f8629c315c0,6a38c421cb373274341540ff,6a392b629dbcc1e7495101cf
2026-06-22 06:37:18,2026-06-22 06:41:37,0,66.68.209.171,100,258,1,2026-06-22 06:41:37,R_3Lwm1nQBArqQWat,,,,,26.2516,-98.2271,anonymous,EN,1,1,1,1,1,5,1,1,1,1,1,1,5,5,5,1,1,5,5,5,5,5,5,1,1,5,5,5,5,1,1,1,1,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,2,2,1,32,1,,5e455faf462e0802d9d9c3e2,6a38c421cb373274341540ff,6a392b8e2cd3a9f982a16dc2
2026-06-22 06:36:40,2026-06-22 06:41:47,0,104.136.233.233,100,306,1,2026-06-22 06:41:47,R_3yl8oJg9HoeTzlO,,,,,28.1984,-81.487,anonymous,EN,1,1,1,2,1,4,2,2,4,4,4,4,2,4,4,4,4,5,5,4,4,4,4,5,5,5,5,5,5,1,1,2,2,5,5,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1,1,2,2,1,52,1,,698b363c9e1341a1cc7874de,6a38c421cb373274341540ff,6a392c4d780fb978411ea8f4
2026-06-22 06:33:06,2026-06-22 06:42:09,0,172.59.21.105,100,542,1,2026-06-22 06:42:09,R_57OH9Ii0ZRZ5Z6w,,,,,18.25,-66.5,anonymous,EN,1,1,3,3,3,4,1,1,1,4,1,1,5,5,5,1,1,1,5,5,3,5,5,2,5,3,5,5,5,1,3,1,3,4,5,1,3,1,1,5,5,1,5,5,5,5,5,5,5,5,5,4,3,1,1,3,1,1,1,2,2,1,38,1,,663e40045a25750e24268b32,6a38c421cb373274341540ff,6a392b6e4551ccee8b198623
2026-06-22 06:33:14,2026-06-22 06:42:09,0,73.193.114.212,100,534,1,2026-06-22 06:42:10,R_50vIraI0SvTl5Yv,,,,,47.2866,-122.0914,anonymous,EN,1,3,4,2,4,3,3,3,4,4,4,4,4,4,4,1,1,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,1,46,1,No comments,6a0dfb8523c75977fd104659,6a38c421cb373274341540ff,6a392b70a20302054612fe33
2026-06-22 06:36:59,2026-06-22 06:42:12,0,73.156.163.155,100,312,1,2026-06-22 06:42:12,R_7Lc2rqqE1DbkQqj,,,,,26.2519,-81.7636,anonymous,EN,1,2,2,2,2,4,2,2,3,3,3,4,4,4,4,2,1,3,3,4,2,4,4,4,4,4,4,4,5,2,2,2,2,4,4,4,4,2,2,4,4,4,4,5,5,5,5,5,5,5,5,4,4,2,2,3,3,1,1,2,2,1,31,1,,6a0f9ca788c3d9110c22282b,6a38c421cb373274341540ff,6a392c660802a20b8032faab
2026-06-22 06:34:44,2026-06-22 06:42:20,0,199.48.94.96,100,456,1,2026-06-22 06:42:21,R_5HkbrYPw7qAPsSk,,,,,44.0484,-92.4948,anonymous,EN,1,4,4,2,4,3,1,3,2,1,1,4,4,5,5,1,1,2,3,5,5,5,5,4,4,5,5,5,5,2,3,2,2,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,1,1,2,2,1,50,1,,607668ac450fc6e3025a131d,6a38c421cb373274341540ff,6a392be15a35e7763d04ca16
2026-06-22 06:36:22,2026-06-22 06:42:21,0,69.58.87.2,100,358,1,2026-06-22 06:42:21,R_7flcoNGPyJXa7hx,,,,,40.045,-76.3003,anonymous,EN,1,1,3,3,3,3,1,1,4,4,4,4,2,5,5,3,5,1,2,5,5,4,4,5,5,5,5,4,5,1,2,2,1,5,5,1,1,2,1,3,3,4,4,4,4,4,5,5,5,5,5,4,4,1,1,1,1,1,1,2,2,1,54,2,,69418da4661dc6936bf50baf,6a38c421cb373274341540ff,6a392c0efcc95448d676d853
2026-06-22 06:33:52,2026-06-22 06:42:24,0,45.29.191.27,100,512,1,2026-06-22 06:42:25,R_6OJdB2xGQOHkJ8X,,,,,32.8685,-97.2863,anonymous,EN,1,4,4,2,4,4,3,2,5,2,1,4,4,4,4,2,2,4,4,4,2,3,2,4,4,4,4,4,4,4,4,4,3,4,4,2,4,2,2,5,5,5,5,5,5,2,2,4,4,4,4,4,4,4,4,2,2,1,2,2,2,1,26,1,No comment,6a03831f5433b7dd0f7129d8,6a38c421cb373274341540ff,6a392ba5dfe119e7ca3c7e46
2026-06-22 06:33:20,2026-06-22 06:42:39,0,172.59.26.150,100,558,1,2026-06-22 06:42:39,R_6QtuTiybUo0rPuF,,,,,41.5,-81.6938,anonymous,EN,1,1,3,3,4,4,4,4,5,4,4,5,5,4,4,4,2,2,2,4,4,4,5,4,4,5,4,4,4,4,2,4,5,4,5,4,4,4,2,5,4,5,4,4,4,4,4,5,4,4,5,4,2,4,5,4,5,1,2,2,2,1,33,1,No comments,69c7ea998976741d4b1bfe90,6a38c421cb373274341540ff,6a392b8349b9f4c1395107e7
2026-06-22 06:35:28,2026-06-22 06:42:48,0,172.58.242.219,100,440,1,2026-06-22 06:42:49,R_74CdB2CmEbbX5rK,,,,,38.8155,-77.1205,anonymous,EN,1,1,1,1,1,5,1,4,4,1,1,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,4,5,1,1,1,4,5,5,1,1,1,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,4,4,1,1,2,2,2,1,30,2,,69bd7024685a020fa8519046,6a38c421cb373274341540ff,6a392bee3328e10c4eb60ccf
2026-06-22 06:34:47,2026-06-22 06:42:49,0,69.249.13.141,100,481,1,2026-06-22 06:42:49,R_3jeabeBgyZLQ6IH,,,,,40.3721,-75.2927,anonymous,EN,1,5,4,1,5,4,3,2,5,4,4,5,5,5,5,5,5,4,4,5,5,4,5,5,4,5,5,4,5,2,1,5,5,5,5,4,1,5,4,5,5,4,4,5,5,4,5,5,5,4,4,4,5,1,1,1,5,1,2,2,2,1,53,1,"Fun survey, thanks.",5ba292385301b80001c71ba2,6a38c421cb373274341540ff,6a392be142c5c1ef2c9038fa
2026-06-22 06:37:57,2026-06-22 06:43:15,0,174.53.195.95,100,317,1,2026-06-22 06:43:15,R_7ZPnYfHm6ZX8G7L,,,,,45.0936,-93.2407,anonymous,EN,1,1,1,1,1,4,2,3,4,2,1,4,4,4,5,1,1,4,5,5,5,1,1,1,1,1,1,5,5,3,4,1,1,5,5,1,4,1,1,5,5,5,5,5,5,5,5,1,1,1,1,5,5,1,1,3,1,1,1,2,2,1,61,1,,66eecc1ad1c346f88737233a,6a38c421cb373274341540ff,6a392c9b27861e235494dbac
2026-06-22 06:39:04,2026-06-22 06:43:16,0,69.117.219.64,100,251,1,2026-06-22 06:43:16,R_1RlMg84KKRg6ESJ,,,,,40.6763,-73.9492,anonymous,EN,1,1,1,1,2,4,3,2,4,4,4,1,1,1,1,4,4,1,1,1,1,1,5,1,1,1,1,5,5,1,1,1,1,5,5,1,1,1,1,5,5,5,4,4,4,5,5,5,1,1,1,4,5,3,3,4,3,1,1,2,2,1,32,1,,69fc763cafb40e6e17d8b7c3,6a38c421cb373274341540ff,6a392ce3f0e448a6a1349822
2026-06-22 06:37:06,2026-06-22 06:43:39,0,172.59.203.190,100,393,1,2026-06-22 06:43:39,R_3FX7qxkZtgAWamA,,,,,33.4342,-111.8454,anonymous,EN,1,1,3,1,1,2,2,1,2,1,1,1,3,3,4,3,3,3,3,3,3,2,3,4,4,5,4,2,1,2,3,4,4,4,4,1,1,1,1,4,3,4,3,3,4,4,4,5,4,5,4,4,4,1,1,1,1,1,2,2,2,1,49,2,,69d6f9e64d38d49df7865c1d,6a38c421cb373274341540ff,6a392c6700c4a05576d14cea
2026-06-22 06:37:19,2026-06-22 06:43:40,0,97.97.214.189,100,380,1,2026-06-22 06:43:41,R_6BXfXzdxF1UXCcW,,,,,27.7889,-82.7192,anonymous,EN,1,4,1,2,3,3,1,3,1,3,1,4,4,5,5,1,1,2,2,4,4,2,2,4,5,4,4,5,5,2,2,4,4,4,5,2,1,1,2,5,5,1,4,1,1,5,5,5,5,5,5,5,5,1,1,2,1,1,1,2,2,1,47,1,,69a0cfd81b92c0dc1f7b1939,6a38c421cb373274341540ff,6a392c6bc23e249ed1182594
2026-06-22 06:39:14,2026-06-22 06:43:41,0,75.97.100.121,100,267,1,2026-06-22 06:43:41,R_3ahmR3QQCeQrjTz,,,,,40.8327,-75.7033,anonymous,EN,1,1,1,1,1,4,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,5,2,2,2,2,5,5,5,5,5,5,4,1,4,4,4,4,4,5,2,4,2,3,1,1,2,2,1,57,2,,6a0da20d58dc03d6d264ea8d,6a38c421cb373274341540ff,6a392ce7b331e1fcb03d8129
